CODIGO;NOMBRE;DIRECCION;POBLACION;NIF;CODIPOS;TELEFONO;PROVINCIA;FPAGO;IMP;DTO;TARIFA;ABONO;PAIS;NACIMIENTO
9430;Nombre 9354;Calle 9354;MADRID;X-10589;;**355007;MADRID;;;;;;;23/08/2024
9431;Nombre 9355;Calle 9355;MADRID;X-10590;;**355008;MADRID;;;;;;;23/08/2024
9432;Nombre 9356;Calle 9356;ROMANIA;X-10591;;**355009;ROMANIA;;;;;;;23/08/2024
9433;Nombre 9357;Calle 9357;TOLODO;X-10592;;**355010;TOLEDO;;;;;;;06/11/1981
9434;Nombre 9358;Calle 9358;ALCALA DE HENARES;X-10593;;**355011;ALCALA DE HENARES;;;;;;;24/08/2024
9435;Nombre 9359;Calle 9359;MADRID;X-10594;;**355012;MADRID;;;;;;;14/09/1960
9436;Nombre 9360;Calle 9360;Soria;X-10595;;**355013;SORIA;;;;;;;29/12/1968
9437;Nombre 9361;Calle 9361;MADRID;X-10596;;**355014;MADRID;;;;;;;27/08/2024
9438;Nombre 9362;Calle 9362;ZARAGOZA;X-10597;;**355015;ZARAGOZA;;;;;;;27/08/2024
9439;Nombre 9363;Calle 9363;TOLEDO;X-10598;;**355016;TOLEDO;;;;;;;27/08/2024
9440;Nombre 9364;Calle 9364;MADRID;X-10599;;**355017;MADRID;;;;;;;27/08/2024
9441;Nombre 9365;Calle 9365;TOLEDO;X-10600;;**355018;TOLEDO;;;;;;;27/08/2024
9442;Nombre 9366;Calle 9366;CANADA;X-10601;;**355019;;;;;;;;27/08/2024
9443;Nombre 9367;Calle 9367;ORBA;X-10602;3790;**355020;ALACANT;;;;;;;27/08/2024
9444;Nombre 9368;Calle 9368;MADRID;X-10603;;**355021;MADRID;;;;;;;03/03/1950
9445;Nombre 9369;Calle 9369;MADRID;X-10604;;**355022;MADRID;;;;;;;05/05/1974
9446;Nombre 9370;Calle 9370;MATALAVILLA;X-10605;28110;**355023;LEON;;;;;;;29/09/1984
9447;Nombre 9371;Calle 9371;SANT CUGAT DEL VALLES;X-10606;;**355024;BARCELONA;;;;;;;07/03/1963
9448;Nombre 9372;Calle 9372;MADRID;X-10607;;**355025;MADRID;;;;;;;11/06/1974
9449;Nombre 9373;Calle 9373;MADRID;X-10608;;**355026;MADRID;;;;;;;09/07/2024
9450;Nombre 9374;Calle 9374;MADRID;X-10609;;**355027;MADRID;;;;;;;09/07/2024
9451;Nombre 9375;Calle 9375;MADRID;X-10610;;**355028;MADRID;;;;;;;23/12/1987
9452;Nombre 9376;Calle 9376;CANADA;X-10611;;**355029;CANADA;;;;;;;09/07/2024
9453;Nombre 9377;Calle 9377;BARAKALDO;X-10612;;**355030;BIZKAIA;;;;;;;09/07/2024
9454;Nombre 9378;Calle 9378;ROBLEDILLO DE MOHERNANDO;X-10613;;**355031;GUADALAJARA;;;;;;;09/07/2024
9455;Nombre 9379;Calle 9379;BILBAO;X-10614;;**355032;BIZKAIA;;;;;;;22/03/1969
9456;Nombre 9380;Calle 9380;ZARAGOZA;X-10615;;**355033;ZARAGOZA;;;;;;;28/10/2022
9457;Nombre 9381;Calle 9381;ARGAMASILLA DE ALBA;X-10616;;**355034;CIUDAD  REAL;;;;;;;19/11/1961
9458;Nombre 9382;Calle 9382;ZARAGOZA;X-10617;;**355035;ZARAGOZA;;;;;;;09/10/2024
9459;Nombre 9383;Calle 9383;TARRAGONA;X-10618;;**355036;TARRAGONA;;;;;;;09/10/2024
9460;Nombre 9384;Calle 9384;VALENCIA;X-10619;;**355037;VALENCIA;;;;;;;10/02/1971
9461;Nombre 9385;Calle 9385;ALEMANIA;X-10620;;**355038;ALEMANIA;;;;;;;30/04/1954
9462;Nombre 9386;Calle 9386;HOLANDA;X-10621;;**355039;HOLANDA;;;;;;;15/10/1954
9463;Nombre 9387;Calle 9387;MADRID;X-10622;;**355040;MADRID;;;;;;;20/07/1964
9464;Nombre 9388;Calle 9388;MADRID;X-10623;;**355041;MADRID;;;;;;;14/09/2024
9465;Nombre 9389;Calle 9389;;X-10624;;**355042;;;;;;;;14/09/2024
9466;Nombre 9390;Calle 9390;MADRID;X-10625;;**355043;MADRID;;;;;;;14/09/2024
9467;Nombre 9391;Calle 9391;PAMPLONA;X-10626;;**355044;NAVARRA;;;;;;;14/09/2024
9468;Nombre 9392;Calle 9392;MADRID;X-10627;;**355045;MADRID;;;;;;;09/08/1968
9469;Nombre 9393;Calle 9393;MADRID;X-10628;;**355046;MADRID;;;;;;;14/09/2024
9470;Nombre 9394;Calle 9394;MADRID;X-10629;;**355047;MADRID;;;;;;;14/09/2024
9471;Nombre 9395;Calle 9395;MADRID;X-10630;;**355048;MADRID;;;;;;;14/09/2024
9472;Nombre 9396;Calle 9396;MADRID;X-10631;;**355049;MADRID;;;;;;;14/09/2024
9473;Nombre 9397;Calle 9397;MADRID;X-10632;;**355050;MADRID;;;;;;;14/09/2024
9474;Nombre 9398;Calle 9398;MADRID;X-10633;;**355051;MADRID;;;;;;;14/09/2024
9475;Nombre 9399;Calle 9399;MADRID;X-10634;;**355052;MADRID;;;;;;;14/09/2024
9476;Nombre 9400;Calle 9400;MADRID;X-10635;;**355053;MADRID;;;;;;;04/07/1964
9477;Nombre 9401;Calle 9401;MADRID;X-10636;;**355054;MADRID;;;;;;;25/05/1975
9478;Nombre 9402;Calle 9402;;X-10637;;**355055;Madrid;;;;;;;31/08/1958
9479;Nombre 9403;Calle 9403;Madrid;X-10638;;**355056;Madrid;;;;;;;20/08/1963
9480;Nombre 9404;Calle 9404;;X-10639;;**355057;Madrid;;;;;;;28/11/1984
9481;Nombre 9405;Calle 9405;MADRID;X-10640;;**355058;MADRID;;;;;;;21/09/2024
9482;Nombre 9406;Calle 9406;ZARAGOZA;X-10641;;**355059;ZARAGOZA;;;;;;;07/06/1946
9483;Nombre 9407;Calle 9407;;X-10642;;**355060;;;;;;;;21/09/2024
9484;Nombre 9408;Calle 9408;;X-10643;;**355061;SEGOVIA;;;;;;;31/07/1987
9485;Nombre 9409;Calle 9409;FRANCIA;X-10644;;**355062;FRANCIA;;;;;;;12/07/1949
9486;Nombre 9410;Calle 9410;Aguilar de Campoo;X-10645;34800;**355063;Palencia;;;;;;;23/09/2024
9487;Nombre 9411;Calle 9411;VITORIA-GASTEIZ;X-10646;;**355064;ALAVA;;;;;;;24/09/2024
9488;Nombre 9412;Calle 9412;TARAMCON;X-10647;;**355065;CUENCA;;;;;;;25/09/2024
9489;Nombre 9413;Calle 9413;GUADALAJARA;X-10648;19004;**355066;;;;;;;;27/09/2024
9490;Nombre 9414;Calle 9414;;X-10649;;**355067;MADRID;;;;;;;17/09/1961
9491;Nombre 9415;Calle 9415;JERICA;X-10650;;**355068;CASTELLON;;;;;;;27/09/2024
9492;Nombre 9416;Calle 9416;MADRID;X-10651;;**355069;MADRID;;;;;;;28/09/2024
9493;Nombre 9417;Calle 9417;MADRID;X-10652;;**355070;MADRID;;;;;;;28/09/2024
9494;Nombre 9418;Calle 9418;MADRID;X-10653;;**355071;MADRID;;;;;;;28/09/2024
9495;Nombre 9419;Calle 9419;;X-10654;;**355072;MADRID;;;;;;;25/09/1984
9496;Nombre 9420;Calle 9420;COLLADO VILLALBA;X-10655;;**355073;MADRID;;;;;;;28/09/2024
9497;Nombre 9421;Calle 9421;;X-10656;;**355074;MADRID;;;;;;;28/09/2024
9498;Nombre 9422;Calle 9422;;X-10657;;**355075;Madrid;;;;;;;28/09/2024
9499;Nombre 9423;Calle 9423;;X-10658;;**355076;MAADID;;;;;;;28/09/2024
9500;Nombre 9424;Calle 9424;DONOSTIA;X-10659;;**355077;GUIPUZCUA;;;;;;;28/09/2024
9501;Nombre 9425;Calle 9425;MADRID;X-10660;;**355078;MADRID;;;;;;;28/09/2024
9502;Nombre 9426;Calle 9426;CHILLON;X-10661;;**355079;CIUDAD REAL;;;;;;;28/09/2024
9503;Nombre 9427;Calle 9427;ALEMANIA;X-10662;;**355080;ALEMANIA;;;;;;;04/09/1956
9504;Nombre 9428;Calle 9428;SEGOVIA;X-10663;;**355081;SEGOVIA;;;;;;;07/07/1946
9505;Nombre 9429;Calle 9429;MEDINA DEL SEGURA;X-10664;;**355082;MURCIA;;;;;;España;28/04/1964
9506;Nombre 9430;Calle 9430;MADRID;X-10665;;**355083;MADRID;;;;;;;10/05/2024
9507;Nombre 9431;Calle 9431;GUADALAJARA;X-10666;;**355084;GUADALAJARA;;;;;;;04/04/2004
9508;Nombre 9432;Calle 9432;MADRID;X-10667;;**355085;MADRID;;;;;;;10/05/2024
9509;Nombre 9433;Calle 9433;SEGOVIA;X-10668;;**355086;SEGOVIA;;;;;;;05/03/1968
9510;Nombre 9434;Calle 9434;Marchamalo;X-10669;;**355087;Guadalajara;;;;;;;20/08/1976
9511;Nombre 9435;Calle 9435;MADRID;X-10670;;**355088;MADRID;;;;;;;28/04/1974
9512;Nombre 9436;Calle 9436;Igualada;X-10671;Capellano;**355089;Barcelona;;;;;;;10/05/2024
9513;Nombre 9437;Calle 9437;ALCOBENDAS;X-10672;;**355090;MADRID;;;;;;;10/05/2024
9514;Nombre 9438;Calle 9438;;X-10673;;**355091;ALMERIA;;;;;;;10/05/2024
9515;Nombre 9439;Calle 9439;GETAFE;X-10674;;**355092;MADRID;;;;;;;21/04/1967
9516;Nombre 9440;Calle 9440;CAMPO PONFERRADA;X-10675;;**355093;LEON;;;;;;;29/04/1963
9517;Nombre 9441;Calle 9441;TOLEDO;X-10676;;**355094;TOLEDO;;;;;;;10/06/2024
9518;Nombre 9442;Calle 9442;SANT VICENTC DELS HORTS;X-10677;;**355095;BARELONA;;;;;;;10/06/2024
9519;Nombre 9443;Calle 9443;VALENCIA;X-10678;;**355096;VALENCIA;;;;;;;21/08/1958
9520;Nombre 9444;Calle 9444;VILASAR DE MAR;X-10679;;**355097;BARCELONA;;;;;;;10/09/2024
9521;Nombre 9445;Calle 9445;TOLEDO;X-10680;;**355098;TOLEDO;;;;;;;10/11/2024
9522;Nombre 9446;Calle 9446;;X-10681;;**355099;TARRAGONA;;;;;;;10/11/2024
9523;Nombre 9447;Calle 9447;SADA;X-10682;;**355100;A CORUÑA;;;;;;;25/01/1955
9524;Nombre 9448;Calle 9448;TARRAONA;X-10683;;**355101;TARRAGONA;;;;;;;03/01/1974
9525;Nombre 9449;Calle 9449;Madrid;X-10684;;**355102;;;;;;;;11/02/1956
9526;Nombre 9450;Calle 9450;MADRID;X-10685;;**355103;MADRID;;;;;;;27/08/1967
9527;Nombre 9451;Calle 9451;MADRID;X-10686;;**355104;MADRID;;;;;;;10/12/2024
9528;Nombre 9452;Calle 9452;VALENCIA;X-10687;;**355105;VALENCIA;;;;;;;09/04/1958
9529;Nombre 9453;Calle 9453;TARRAGONA;X-10688;;**355106;TARRAGONA;;;;;;;03/12/1954
9530;Nombre 9454;Calle 9454;MADRID;X-10689;;**355107;MADRID;;;;;;;01/01/1941
9531;Nombre 9455;Calle 9455; GUADALAJARA;X-10690;19004;**355108; GUADALAJARA;;;;;;;17/10/2024
9532;Nombre 9456;Calle 9456;MADRID;X-10691;;**355109;MADRID;;;;;;;13/12/1964
9533;Nombre 9457;Calle 9457;;X-10692;;**355110;MADROD;;;;;;;18/03/1979
9534;Nombre 9458;Calle 9458;BELMONTE DEL TAJO;X-10693;;**355111;MADRID;;;;;;;19/10/2024
9535;Nombre 9459;Calle 9459;;X-10694;;**355112;Madrtid;;;;;;;19/10/2024
9536;Nombre 9460;Calle 9460;Campo Real;X-10695;;**355113;;;;;;;;19/10/2024
9537;Nombre 9461;Calle 9461;TORREDENBARRA;X-10696;43830;**355114;TARRAGONA;;;;;;;19/10/2024
9538;Nombre 9462;Calle 9462;MADRID;X-10697;28034;**355115;;;;;;;;19/10/2024
9539;Nombre 9463;Calle 9463;;X-10698;;**355116;ESPAÑA;;;;;;;23/02/1971
9540;Nombre 9464;Calle 9464;;X-10699;;**355117;ESPAÑA;;;;;;;10/10/1974
9541;Nombre 9465;Calle 9465;SEGOVIA;X-10700;;**355118;SEGOVIA;;;;;;;30/09/1948
9542;Nombre 9466;Calle 9466;MADRID;X-10701;28906;**355119;MADRID;;;;;;;26/10/2024
9543;Nombre 9467;Calle 9467;MADRID;X-10702;;**355120;MADRID;;;;;;;26/10/2024
9544;Nombre 9468;Calle 9468;BARCELONA;X-10703;;**355121;BARCELONA;;;;;;;26/10/2024
9545;Nombre 9469;Calle 9469;BARCELONA;X-10704;;**355122;BARCELONA;;;;;;;26/10/2024
9546;Nombre 9470;Calle 9470;BURGOS;X-10705;;**355123;BURGOS;;;;;;;26/10/2024
9547;Nombre 9471;Calle 9471;MADRID;X-10706;;**355124;MADRID;;;;;;;26/10/2024
9548;Nombre 9472;Calle 9472;ZARAGOZA;X-10707;;**355125;;;;;;;;01/09/1960
9549;Nombre 9473;Calle 9473;MADRID;X-10708;;**355126;MADRID;;;;;;;25/03/1982
9550;Nombre 9474;Calle 9474;BILBAO;X-10709;;**355127;BILBAO;;;;;;;24/08/1984
9551;Nombre 9475;Calle 9475;TARRAGONA;X-10710;;**355128;TARRAGONA;;;;;;;29/11/1948
9552;Nombre 9476;Calle 9476;MADRID;X-10711;;**355129;MADRID;;;;;;;28/10/2024
9553;Nombre 9477;Calle 9477;BOADILLA DEL MONTE;X-10712;28660;**355130;MADRID;;;;;;;28/10/2024
9554;Nombre 9478;Calle 9478;MADRID;X-10713;;**355131;MADRID;;;;;;;23/05/1971
9555;Nombre 9479;Calle 9479;Collbato;X-10714;;**355132;BARCELONA;;;;;;;31/10/2024
9556;Nombre 9480;Calle 9480;Boadilla del monte;X-10715;;**355133;MADRID;;;;;;;25/11/1973
9557;Nombre 9481;Calle 9481;MADRID;X-10716;;**355134;MADRID;;;;;;;05/11/1971
9558;Nombre 9482;Calle 9482;MADRID;X-10717;;**355135;MADRID;;;;;;;11/01/2024
9559;Nombre 9483;Calle 9483;MADRID;X-10718;;**355136;MADRID;;;;;;;27/07/1976
9560;Nombre 9484;Calle 9484;CANTABRIA;X-10719;;**355137;CANTABRIA;;;;;;;11/01/2024
9561;Nombre 9485;Calle 9485;ALICANTE;X-10720;;**355138;ALICANTE;;;;;;;21/11/1944
9562;Nombre 9486;Calle 9486;LA RIOJA;X-10721;;**355139;LA RIOJA;;;;;;;11/01/2024
9563;Nombre 9487;Calle 9487;MADRID;X-10722;;**355140;MADRID;;;;;;;11/01/2024
9564;Nombre 9488;Calle 9488;;X-10723;;**355141;;;;;;;;11/01/2024
9565;Nombre 9489;Calle 9489;;X-10724;;**355142;MADRID;;;;;;;11/01/2024
9566;Nombre 9490;Calle 9490;Boadilla del Monte;X-10725;;**355143;Madrid;;;;;;;22/02/1984
9567;Nombre 9491;Calle 9491;MADRID;X-10726;;**355144;MADRID;;;;;;;11/02/2024
9568;Nombre 9492;Calle 9492;VELILLA DE SAN ANTONIO;X-10727;;**355145;MADRID;;;;;;;11/02/2024
9569;Nombre 9493;Calle 9493;PONTEVEDRA;X-10728;;**355146;PONTEVEDRA;;;;;;;24/03/1963
9570;Nombre 9494;Calle 9494;;X-10729;;**355147;;;;;;;;11/02/2024
9571;Nombre 9495;Calle 9495;;X-10730;;**355148;PALENCIA;;;;;;;04/02/1980
9572;Nombre 9496;Calle 9496;;X-10731;;**355149;;;;;;;;07/11/1973
9573;Nombre 9497;Calle 9497;PORTUGAL;X-10732;;**355150;PORTUGAL;;;;;;;11/03/2024
9574;Nombre 9498;Calle 9498;MADRID;X-10733;;**355151;MADRID;;;;;;;09/04/1962
9575;Nombre 9499;Calle 9499;BILASAR DE MAR;X-10734;8340;**355152;BARCELONA;;;;;;;11/06/2024
9576;Nombre 9500;Calle 9500;;X-10735;;**355153;VALENCIA;;;;;;;19/12/1950
9577;Nombre 9501;Calle 9501;MADRID;X-10736;;**355154;MADRID;;;;;;;11/08/2024
9578;Nombre 9502;Calle 9502;ALCALA DE HENARES;X-10737;;**355155;MADRID;;;;;;;11/08/2024
9579;Nombre 9503;Calle 9503;Fuenlabrada;X-10738;;**355156;MADRID;;;;;;;11/08/2024
9580;Nombre 9504;Calle 9504;HONTOBA;X-10739;;**355157;GUADALAJARA;;;;;;;11/08/2024
9581;Nombre 9505;Calle 9505;DENIA;X-10740;;**355158;ALICANTE;;;;;;;11/07/1971
9582;Nombre 9506;Calle 9506;MADRID;X-10741;;**355159;MADRID;;;;;;;05/06/1967
9583;Nombre 9507;Calle 9507;MADRID;X-10742;;**355160;MADRID;;;;;;;12/07/1977
9584;Nombre 9508;Calle 9508;;X-10743;;**355161;MADRID;;;;;;;11/09/2024
9585;Nombre 9509;Calle 9509;LAS ROZAS DE MADRID;X-10744;;**355162;MADRID;;;;;;;01/12/1970
9586;Nombre 9510;Calle 9510;Coslada;X-10745;28823;**355163;Madrid;;;;;;;11/12/2024
9587;Nombre 9511;Calle 9511;MADRID;X-10746;;**355164;MADRID;;;;;;;14/11/2024
9588;Nombre 9512;Calle 9512;MADRID;X-10747;;**355165;MADRID;;;;;;;15/11/2024
9589;Nombre 9513;Calle 9513;SEVILLA;X-10748;;**355166;SEVILLA;;;;;;;15/11/2024
9590;Nombre 9514;Calle 9514;CIUDAD REAL;X-10749;;**355167;CIUDAD REAL;;;;;;;24/10/1972
9591;Nombre 9515;Calle 9515;Villaviciosa de Odon;X-10750;;**355168;Madrid;;;;;;;15/11/2024
9592;Nombre 9516;Calle 9516;ANCHUELO;X-10751;;**355169;MADRID;;;;;;;16/08/1982
9593;Nombre 9517;Calle 9517;COLLADO VILLALBA;X-10752;;**355170;MADRID;;;;;;;16/11/2024
9594;Nombre 9518;Calle 9518;;X-10753;;**355171;Madrid;;;;;;;16/11/2024
9595;Nombre 9519;Calle 9519;;X-10754;;**355172;MADRID;;;;;;;16/11/2024
9596;Nombre 9520;Calle 9520;MADRID;X-10755;;**355173;MADRID;;;;;;;29/03/1982
9597;Nombre 9521;Calle 9521;MADRID;X-10756;;**355174;MADRID;;;;;;;22/11/2024
9598;Nombre 9522;Calle 9522;SALAMANCA;X-10757;;**355175;SALAMANCA;;;;;;;22/11/2024
9599;Nombre 9523;Calle 9523;;X-10758;;**355176;;;;;;;;15/12/1977
9600;Nombre 9524;Calle 9524;;X-10759;;**355177;MADRID;;;;;;;23/11/2024
9601;Nombre 9525;Calle 9525;SAN FERNANDO DE HENARES;X-10760;;**355178;MADRID;;;;;;;20/10/1990
9602;Nombre 9526;Calle 9526;CASTELLON;X-10761;;**355179;CASTELON;;;;;;;27/07/1972
9603;Nombre 9527;Calle 9527;MADRID;X-10762;28034;**355180;MADRID;;;;;;;18/02/1984
9604;Nombre 9528;Calle 9528;MADRID;X-10763;28032;**355181;MADRID;;;;;;;30/11/2024
9605;Nombre 9529;Calle 9529;Alcobendas;X-10764;;**355182;Madrid;;;;;;;12/02/2024
9606;Nombre 9530;Calle 9530;Pamplona;X-10765;;**355183;Navarra;;;;;;;12/02/2024
9607;Nombre 9531;Calle 9531;Alcala de Henares;X-10766;28806;**355184;Madrid;;;;;;;12/03/2024
9608;Nombre 9532;Calle 9532;ALCAL DE HENARES;X-10767;;**355185;MADRID;;;;;;;28/05/1981
9609;Nombre 9533;Calle 9533;VILLALBILLAL;X-10768;;**355186;MADRID;;;;;;;12/05/1985
9610;Nombre 9534;Calle 9534;MADRID;X-10769;;**355187;MADRID;;;;;;;12/06/2024
9611;Nombre 9535;Calle 9535;ARAVA;X-10770;;**355188;ALAVA;;;;;;;12/06/2024
9612;Nombre 9536;Calle 9536;TOLEDO;X-10771;;**355189;TOLEDO;;;;;;;12/06/2024
9613;Nombre 9537;Calle 9537;TOLEDO;X-10772;;**355190;TOLEDO;;;;;;;12/06/2024
9614;Nombre 9538;Calle 9538;GIPUZKOA;X-10773;;**355191;;;;;;;;16/12/1957
9615;Nombre 9539;Calle 9539;Madrid;X-10774;;**355192;Madrid;;;;;;;12/06/2024
9616;Nombre 9540;Calle 9540;SAN  SEBASTIAN DE LOS REYES;X-10775;;**355193;MADRID;;;;;;;04/08/1986
9617;Nombre 9541;Calle 9541;ALJAVIR;X-10776;;**355194;MADRID;;;;;;;12/06/2024
9618;Nombre 9542;Calle 9542;ALCOBENDAS;X-10777;;**355195;MADRD;;;;;;;12/06/2024
9619;Nombre 9543;Calle 9543;;X-10778;;**355196;;;;;;;;12/06/2024
9620;Nombre 9544;Calle 9544;Madrid;X-10779;;**355197;MADRID;;;;;;;12/07/2024
9621;Nombre 9545;Calle 9545;Toledo;X-10780;45002;**355198;Toledo;;;;;;;12/07/2024
9622;Nombre 9546;Calle 9546;Tolosa;X-10781;;**355199;Guipuzcua;;;;;;;12/07/2024
9623;Nombre 9547;Calle 9547;;X-10782;;**355200;;;;;;;;12/11/2024
9624;Nombre 9548;Calle 9548;Lleida;X-10783;25190;**355201;Lleida;;;;;759;;12/11/2024
9625;Nombre 9549;Calle 9549;Madird;X-10784;;**355202;Madrid;;;;;;;14/12/2024
9626;Nombre 9550;Calle 9550;;X-10785;;**355203;;;;;;;;
9627;Nombre 9551;Calle 9551;;X-10786;;**355204;;;;;;;;14/12/2024
9628;Nombre 9552;Calle 9552;;X-10787;;**355205;;;;;;;;16/12/2024
9629;Nombre 9553;Calle 9553;;X-10788;;**355206;;;;;;;;16/12/2024
9630;Nombre 9554;Calle 9554;VALENCIA;X-10789;46009;**355207;VALENCIA;;;;;;;23/01/1993
9631;Nombre 9555;Calle 9555;TRES CANTOS;X-10790;;**355208;MADRID;;;;;;;26/12/2024
9632;Nombre 9556;Calle 9556;REINO UNIDO;X-10791;;**355209;;;;;;;;27/12/2024
9633;Nombre 9557;Calle 9557;MADRID;X-10792;;**355210;MADRID;;;;;;;27/12/2024
9634;Nombre 9558;Calle 9558;SANTANDER;X-10793;;**355211;CANTABRIA;;;;;;;28/12/2024
9635;Nombre 9559;Calle 9559;BILBAO;X-10794;;**355212;BILBAO;;;;;;;28/12/2024
9636;Nombre 9560;Calle 9560;MADRID;X-10795;;**355213;MADRID;;;;;;;30/12/2024
9637;Nombre 9561;Calle 9561;MADRID;X-10796;;**355214;MADRID;;;;;;;15/05/1956
9638;Nombre 9562;Calle 9562;TERUEL;X-10797;;**355215;TERUEL;;;;;;;30/12/2024
9639;Nombre 9563;Calle 9563;TERUEL;X-10798;;**355216;TERUEL;;;;;;;30/12/2024
9640;Nombre 9564;Calle 9564;BADEJOZ;X-10799;;**355217;BADEJOZ;;;;;;;04/12/1970
9641;Nombre 9565;Calle 9565;ANDORRA;X-10800;44500;**355218;TERUEL;;;;;;;30/12/2024
9642;Nombre 9566;Calle 9566;MADRID;X-10801;;**355219;MADRID;;;;;;;30/12/2024
9643;Nombre 9567;Calle 9567;BARCELONA;X-10802;;**355220;BARCELONA;;;;;;;30/12/2024
9644;Nombre 9568;Calle 9568;MADRID;X-10803;;**355221;MADRID;;;;;;;30/12/2024
9645;Nombre 9569;Calle 9569;MADRID;X-10804;;**355222;MADRID;;;;;;;30/12/2024
9646;Nombre 9570;Calle 9570;ZAMORA;X-10805;;**355223;ZAMORA;;;;;;;30/12/2024
9647;Nombre 9571;Calle 9571;MADRID;X-10806;;**355224;MADRID;;;;;;;30/12/2024
9648;Nombre 9572;Calle 9572;MADRID;X-10807;;**355225;MADRID;;;;;;;03/05/1963
9649;Nombre 9573;Calle 9573;MADRID;X-10808;;**355226;MADRID;;;;;;;31/12/2024
9650;Nombre 9574;Calle 9574;Utrillas;X-10809;;**355227;Teruel;;;;;;;31/12/2024
9651;Nombre 9575;Calle 9575;ILLES BALEAR;X-10810;;**355228;ILLES BALEARS;;;;;;;01/01/2025
9652;Nombre 9576;Calle 9576;NAVARRA;X-10811;;**355229;NAVARRA;;;;;;;13/12/2025
9653;Nombre 9577;Calle 9577;;X-10812;;**355230;;;;;;;España;01/05/2025
9654;Nombre 9578;Calle 9578;;X-10813;;**355231;;;;;;;España;03/06/1977
9655;Nombre 9579;Calle 9579;ÑUÑOA;X-10814;;**355232;ÑUÑOA;;;;;;;29/01/1968
9656;Nombre 9580;Calle 9580;AZUQUECA DE HENARES;X-10815;;**355233;AZUQUECA HENARES;;;;;;;22/11/1970
9657;Nombre 9581;Calle 9581;MADRID;X-10816;;**355234;MADRID;;;;;;;31/10/1974
9658;Nombre 9582;Calle 9582;VALENCIA;X-10817;;**355235;VALENCIA;;;;;;;06/08/1983
9659;Nombre 9583;Calle 9583;Villamartin;X-10818;;**355236;Cadiz;;;;;;;25/01/2025
9660;Nombre 9584;Calle 9584;PAPERNA;X-10819;46980;**355237;VALENCIA;;;;;;;27/01/2025
9661;Nombre 9585;Calle 9585;Madrid;X-10820;28050;**355238;;;;;;;;27/01/2025
9662;Nombre 9586;Calle 9586;CULLAR VEGA;X-10821;18195;**355239;GRANADA;;;;;;;28/01/2025
9663;Nombre 9587;Calle 9587;VILLAMARTIN;X-10822;;**355240;LEON;;;;;;;28/01/1974
9664;Nombre 9588;Calle 9588;Pinto;X-10823;28320;**355241;MADRID;;;;;;;18/01/1985
9665;Nombre 9589;Calle 9589;MADRID;X-10824;;**355242;MADRID;;;;;;;02/01/2025
9666;Nombre 9590;Calle 9590;VALDEMORO;X-10825;;**355243;Madrid;;;;;;;23/09/1986
9667;Nombre 9591;Calle 9591;MADRID;X-10826;;**355244;MADRID;;;;;;;04/05/1956
9668;Nombre 9592;Calle 9592;Guadalajara;X-10827;;**355245;;;;;;;;02/09/2025
9669;Nombre 9593;Calle 9593;Madrid;X-10828;28034;**355246;;;;;;;;02/09/2025
9670;Nombre 9594;Calle 9594;Madrid;X-10829;28050;**355247;Madrid;;;;;;;02/11/2025
9671;Nombre 9595;Calle 9595;SOLLANA;X-10830;;**355248;VALENCIA;;;;;;;11/09/1961
9672;Nombre 9596;Calle 9596;TORREJON DE ARDOZ;X-10831;;**355249;MADRID;;;;;;;14/02/2025
9673;Nombre 9597;Calle 9597;ATECA;X-10832;;**355250;ZARAGOZA;;;;;;;14/02/2025
9674;Nombre 9598;Calle 9598;VILLANUEVA DE JILOCA;X-10833;;**355251;ZARAGOZA;;;;;;;14/02/2025
9675;Nombre 9599;Calle 9599;LA PUEBLA DE MONTALBAN;X-10834;;**355252;TOLEDO;;;;;;;14/02/2025
9676;Nombre 9600;Calle 9600;LAGUNA DE DUERO;X-10835;;**355253;VALLADOLID;;;;;;;15/02/2025
9677;Nombre 9601;Calle 9601;RENEDO DE ESGUEVA;X-10836;;**355254;VALLADOLID;;;;;;;29/04/1975
9678;Nombre 9602;Calle 9602;;X-10837;;**355255;;;;;;;;15/02/2025
9679;Nombre 9603;Calle 9603;ARANJUEZ;X-10838;;**355256;MADRID;;;;;;;09/12/1964
9680;Nombre 9604;Calle 9604;EL CASAR;X-10839;;**355257;GUADALAJARA;;;;;;;10/09/1997
9681;Nombre 9605;Calle 9605;CIUDAD RELAL;X-10840;13002;**355258;CIUDAD REAL;;;;;;;15/02/2025
9682;Nombre 9606;Calle 9606;MADRID;X-10841;;**355259;MADRID;;;;;;;22/02/2025
9683;Nombre 9607;Calle 9607;GETAFE;X-10842;;**355260;Madrid;;;;;;;22/02/2025
9684;Nombre 9608;Calle 9608;Parla;X-10843;;**355261;Madrid;;;;;;;02/10/1979
9685;Nombre 9609;Calle 9609;MADRID;X-10844;;**355262;;;;;;;;26/02/2025
9686;Nombre 9610;Calle 9610;AZARAGOZA;X-10845; PO9;**355263;Madrid;;;;;;;26/02/2025
9687;Nombre 9611;Calle 9611;TRES CANTOS;X-10846;;**355264;MADRID;;;;;;;03/01/2025
9688;Nombre 9612;Calle 9612;MADRID;X-10847;;**355265;MADRID;;;;;;;03/01/2025
9689;Nombre 9613;Calle 9613;Jaen;X-10848;23004;**355266;Jaen;;;;;;;03/01/2025
9690;Nombre 9614;Calle 9614;;X-10849;;**355267;;;;;;;;03/01/2025
